1.095000e-02 0.000000e+00
2.190000e-02 0.000000e+00
3.650000e-02 0.000000e+00
5.110000e-02 0.000000e+00
6.570000e-02 0.000000e+00
8.030000e-02 0.000000e+00
9.490000e-02 0.000000e+00
1.095000e-01 0.000000e+00
1.241000e-01 0.000000e+00
1.387000e-01 0.000000e+00
1.533000e-01 6.288610e-02
1.679000e-01 3.303511e-01
1.825000e-01 5.657768e-01
1.971000e-01 6.833233e-01
2.117000e-01 5.966899e-01
2.263000e-01 6.674693e-01
2.409000e-01 8.873728e-01
2.555000e-01 1.029263e+00
2.701000e-01 1.115701e+00
2.847000e-01 1.493081e+00
2.993000e-01 1.155102e+00
3.139000e-01 7.548319e-01
3.285000e-01 5.657111e-01
3.431000e-01 3.926407e-01
3.577000e-01 4.245474e-01
3.723000e-01 3.300202e-01
3.869000e-01 1.415600e-01
4.015000e-01 2.671997e-01
4.161000e-01 2.120750e-01
4.307000e-01 2.041815e-01
4.453000e-01 2.042473e-01
4.599000e-01 2.594383e-01
4.745000e-01 3.223250e-01
4.891000e-01 3.694890e-01
5.037000e-01 3.059411e-01
5.183000e-01 3.218600e-01
5.329000e-01 3.455431e-01
5.475000e-01 4.638853e-01
5.621000e-01 4.788762e-01
5.767000e-01 4.872358e-01
5.913000e-01 5.892603e-01
6.059000e-01 5.109154e-01
6.205000e-01 4.400049e-01
6.351000e-01 3.535018e-01
6.497000e-01 4.159257e-01
6.643000e-01 3.928402e-01
6.789000e-01 3.692232e-01
6.935000e-01 1.887912e-01
7.081000e-01 1.966188e-01
7.227000e-01 1.808303e-01
7.373000e-01 1.649107e-01
7.519000e-01 1.180773e-01
7.665000e-01 1.887904e-01
7.811000e-01 1.180773e-01
7.957000e-01 1.808310e-01
8.103000e-01 1.649101e-01
8.249000e-01 1.493879e-01
8.395000e-01 1.415597e-01
8.541000e-01 1.727384e-01
8.687000e-01 1.179448e-01
8.833000e-01 1.414934e-01
8.979000e-01 1.493217e-01
9.125000e-01 1.416927e-01
9.271000e-01 7.084608e-02
9.417000e-01 1.020908e-01
9.563000e-01 1.414278e-01
9.709000e-01 1.414272e-01
9.855000e-01 1.257725e-01
1.000100e+00 7.873995e-02
