175
0.006958000	0.00022483
0.007064500	0.00023940
0.007092900	0.00024339
0.007135500	0.00024946
0.007242000	0.00026511
0.01069000	0.0012029
0.01142761	0.0015334
0.01221612	0.0019453
0.01305903	0.0024564
0.01332800	0.0030872
0.01353200	0.0038621
0.01358640	0.0048093
0.01366800	0.0059613
0.01387200	0.0073557
0.01396010	0.0090354
0.01492335	0.011049
0.01595306	0.013451
0.01705382	0.015189
0.01823052	0.015865
0.01948844	0.016048
0.02083314	0.016302
0.02227063	0.016324
0.02380730	0.017026
0.02545001	0.019671
0.02720606	0.023633
0.02908327	0.028270
0.03109002	0.033671
0.03323523	0.039932
0.03552846	0.047156
0.03797993	0.055453
0.04060054	0.064936
0.04340198	0.075725
0.04639671	0.087941
0.04959809	0.10171
0.05302035	0.11716
0.05667876	0.13440
0.06058959	0.15357
0.06477028	0.17477
0.06923942	0.19812
0.07401695	0.22370
0.07912411	0.25160
0.08458368	0.28189
0.09041995	0.31462
0.09665893	0.34981
0.1033284	0.38747
0.1104581	0.42758
0.1180797	0.47009
0.1262272	0.51493
0.1349368	0.56198
0.1442475	0.61111
0.1542005	0.66214
0.1648404	0.71488
0.1762144	0.76910
0.1883732	0.82453
0.2013709	0.88088
0.2152655	0.93785
0.2301188	0.99509
0.2459970	1.0523
0.2629708	1.1090
0.2811158	1.1649
0.3005128	1.2196
0.3212482	1.2727
0.3434143	1.3238
0.3671099	1.3725
0.3924405	1.4186
0.4195189	1.4616
0.4484657	1.5012
0.4794098	1.5372
0.5124891	1.5692
0.5213600	1.5768
0.5293400	1.5833	
0.5314680	1.5849
0.534660	1.5874
0.5426400	1.5934
0.5478508	1.5971
0.5856525	1.6206
0.6260625	1.6397
0.6692609	1.6542
0.7154399	1.6640
0.7648052	1.6691
0.8175768	1.6695
0.8739896	1.6654
0.9342948	1.6567	
0.9987612	1.6436
1.067676	1.6264
1.141345	1.6051
1.220098	1.5801
1.304285	1.5516
1.394281	1.5199
1.490486	1.4852
1.593329	1.4479
1.703269	1.4083
1.820795	1.3667
1.946430	1.3235
2.080733	1.2790
2.224304	1.2334
2.377781	1.1872
2.541848	1.1406
2.717235	1.0938
2.904724	1.0472
3.105150	1.0011
3.319406	0.95550
3.548445	0.91083
3.793288	0.86716
4.055024	0.82468
4.334821	0.78354
4.633924	0.74386
4.953664	0.70572
5.295467	0.66922
5.660855	0.63440
6.051453	0.60130
6.469004	0.56995
6.915365	0.54035
7.392525	0.51248
7.902609	0.48633
8.447890	0.46186
9.030794	0.43901
9.653919	0.41774
10.32004	0.39798
11.03212	0.37966
11.79334	0.36271
12.60708	0.34705
13.47697	0.33260
14.40688	0.31928
15.40095	0.30702
16.46362	0.29572
17.59961	0.28532
18.81398	0.27573
20.11215	0.26688
21.49988	0.25871
22.98338	0.25114
24.56923	0.24411
26.26450	0.23756
28.07676	0.23144
30.01405	0.22570
32.08502	0.22028
34.29889	0.21516
36.66551	0.21028
39.19543	0.20563
41.89992	0.20115
44.79101	0.19684
47.88159	0.19266
51.18542	0.18859
54.71721	0.18462
58.49270	0.18074
62.52870	0.17693
66.84318	0.17318
71.45536	0.16948
76.38578	0.16583
81.65640	0.16223
87.29069	0.15867
93.31374	0.15514
99.75239	0.15166
106.6353	0.14851
113.9931	0.14481
121.8587	0.14144
130.2669	0.13812
139.2553	0.13482
148.8640	0.13162
159.1356	0.12845
170.1159	0.12532
181.8539	0.12226
194.4018	0.11925
207.8156	0.11631
222.1548	0.11343
237.4835	0.11062
253.8699	0.10787
271.3869	0.10520
290.1126	0.10260
310.1304	0.10007
331.5294	0.097623
354.4049	0.095249
378.8588	0.092954
405.0001	0.090737
432.9451	0.088600
