3.000000e-01 1.959789e-27 6.380144e-10 1.811211e+13
3.100000e-01 1.961321e-27 6.932374e-10 1.967980e+13
3.200000e-01 1.963881e-27 7.450903e-10 2.115181e+13
3.300000e-01 1.965919e-27 7.914902e-10 2.246902e+13
3.400000e-01 1.967511e-27 8.301918e-10 2.356769e+13
3.500000e-01 1.969299e-27 8.586960e-10 2.437688e+13
3.600000e-01 1.971684e-27 8.743826e-10 2.482219e+13
3.700000e-01 1.974908e-27 8.751528e-10 2.484405e+13
3.800000e-01 1.979423e-27 8.602058e-10 2.441974e+13
3.900000e-01 1.986043e-27 8.305247e-10 2.357714e+13
4.000000e-01 1.995554e-27 7.887751e-10 2.239194e+13
4.100000e-01 2.008194e-27 7.388309e-10 2.097411e+13
4.200000e-01 2.023923e-27 6.853830e-10 1.945682e+13
4.300000e-01 2.042578e-27 6.333141e-10 1.797868e+13
4.400000e-01 2.063589e-27 5.869088e-10 1.666131e+13
4.500000e-01 2.086293e-27 5.494027e-10 1.559658e+13
4.600000e-01 2.109071e-27 5.224431e-10 1.483124e+13
4.700000e-01 2.127875e-27 5.057791e-10 1.435818e+13
4.800000e-01 2.138273e-27 4.980666e-10 1.413924e+13
4.900000e-01 2.140037e-27 4.983583e-10 1.414752e+13
5.000000e-01 2.147021e-27 5.091107e-10 1.445276e+13
5.100000e-01 2.176028e-27 5.347702e-10 1.518119e+13
5.200000e-01 2.230077e-27 5.788387e-10 1.643222e+13
5.300000e-01 2.285470e-27 6.403094e-10 1.817726e+13
5.400000e-01 2.356687e-27 7.305223e-10 2.073825e+13
5.500000e-01 2.386846e-27 8.400241e-10 2.384681e+13
5.600000e-01 2.403360e-27 9.831327e-10 2.790942e+13
5.700000e-01 2.403432e-27 1.162846e-09 3.301115e+13
5.800000e-01 2.395998e-27 1.383473e-09 3.927437e+13
5.900000e-01 2.389843e-27 1.646683e-09 4.674646e+13
6.000000e-01 2.388913e-27 1.948194e-09 5.530582e+13
6.100000e-01 2.391410e-27 2.274834e-09 6.457855e+13
6.200000e-01 2.395207e-27 2.607920e-09 7.403427e+13
6.300000e-01 2.398201e-27 2.925944e-09 8.306241e+13
6.400000e-01 2.399382e-27 3.209767e-09 9.111966e+13
6.500000e-01 2.399179e-27 3.447902e-09 9.787991e+13
6.600000e-01 2.398122e-27 3.638367e-09 1.032869e+14
6.700000e-01 2.396740e-27 3.789803e-09 1.075859e+14
6.800000e-01 2.395431e-27 3.920197e-09 1.112875e+14
6.900000e-01 2.394171e-27 4.053165e-09 1.150622e+14
7.000000e-01 2.392854e-27 4.213832e-09 1.196233e+14
7.100000e-01 2.391373e-27 4.424018e-09 1.255901e+14
7.200000e-01 2.389622e-27 4.698177e-09 1.333730e+14
7.300000e-01 2.387563e-27 5.041309e-09 1.431139e+14
7.400000e-01 2.385229e-27 5.449195e-09 1.546931e+14
7.500000e-01 2.382657e-27 5.910665e-09 1.677934e+14
7.600000e-01 2.379886e-27 6.411404e-09 1.820085e+14
7.700000e-01 2.376951e-27 6.938059e-09 1.969593e+14
7.800000e-01 2.373869e-27 7.481362e-09 2.123828e+14
7.900000e-01 2.370640e-27 8.037549e-09 2.281719e+14
8.000000e-01 2.367259e-27 8.607635e-09 2.443557e+14
8.100000e-01 2.363725e-27 9.194957e-09 2.610287e+14
8.200000e-01 2.360034e-27 9.801752e-09 2.782546e+14
8.300000e-01 2.356190e-27 1.042599e-08 2.959755e+14
8.400000e-01 2.352205e-27 1.105944e-08 3.139581e+14
8.500000e-01 2.348095e-27 1.168751e-08 3.317878e+14
8.600000e-01 2.343873e-27 1.229090e-08 3.489170e+14
8.700000e-01 2.339555e-27 1.284870e-08 3.647520e+14
8.800000e-01 2.335154e-27 1.334189e-08 3.787530e+14
8.900000e-01 2.330676e-27 1.375654e-08 3.905241e+14
9.000000e-01 2.326120e-27 1.408582e-08 3.998718e+14
9.100000e-01 2.321485e-27 1.433068e-08 4.068230e+14
9.200000e-01 2.316769e-27 1.449896e-08 4.116002e+14
9.300000e-01 2.311972e-27 1.460321e-08 4.145595e+14
9.400000e-01 2.307093e-27 1.465776e-08 4.161082e+14
9.500000e-01 2.302135e-27 1.467569e-08 4.166172e+14
9.600000e-01 2.297101e-27 1.466607e-08 4.163441e+14
9.700000e-01 2.291998e-27 1.463220e-08 4.153825e+14
9.800000e-01 2.286830e-27 1.457110e-08 4.136479e+14
9.900000e-01 2.281604e-27 1.447437e-08 4.109019e+14
1.000000e+00 2.276323e-27 1.433023e-08 4.068101e+14
1.010000e+00 2.270993e-27 1.412630e-08 4.010210e+14
1.020000e+00 2.265618e-27 1.385240e-08 3.932454e+14
1.030000e+00 2.260202e-27 1.350287e-08 3.833228e+14
1.040000e+00 2.254747e-27 1.307776e-08 3.712546e+14
1.050000e+00 2.249259e-27 1.258272e-08 3.572013e+14
1.060000e+00 2.243740e-27 1.202775e-08 3.414468e+14
1.070000e+00 2.238195e-27 1.142548e-08 3.243494e+14
1.080000e+00 2.232625e-27 1.078881e-08 3.062755e+14
1.090000e+00 2.227033e-27 1.012921e-08 2.875505e+14
1.100000e+00 2.221420e-27 9.456036e-09 2.684403e+14
1.110000e+00 2.215786e-27 8.776049e-09 2.491367e+14
1.120000e+00 2.210132e-27 8.094195e-09 2.297800e+14
1.130000e+00 2.204459e-27 7.414583e-09 2.104870e+14
1.140000e+00 2.198769e-27 6.741841e-09 1.913891e+14
1.150000e+00 2.193063e-27 6.081557e-09 1.726448e+14
1.160000e+00 2.187341e-27 5.441076e-09 1.544626e+14
1.170000e+00 2.181606e-27 4.829414e-09 1.370986e+14
1.180000e+00 2.175859e-27 4.256354e-09 1.208304e+14
1.190000e+00 2.170102e-27 3.731882e-09 1.059416e+14
1.200000e+00 2.164336e-27 3.264930e-09 9.268563e+13
1.210000e+00 2.158564e-27 2.862267e-09 8.125475e+13
1.220000e+00 2.152787e-27 2.527821e-09 7.176042e+13
1.230000e+00 2.147006e-27 2.262325e-09 6.422344e+13
1.240000e+00 2.141223e-27 2.063201e-09 5.857068e+13
1.250000e+00 2.135438e-27 1.924935e-09 5.464552e+13
1.260000e+00 2.129654e-27 1.839733e-09 5.222679e+13
1.270000e+00 2.123871e-27 1.798086e-09 5.104452e+13
1.280000e+00 2.118090e-27 1.789491e-09 5.080052e+13
1.290000e+00 2.112312e-27 1.803058e-09 5.118566e+13
1.300000e+00 2.106539e-27 1.828107e-09 5.189676e+13
1.310000e+00 2.100772e-27 1.854819e-09 5.265507e+13
1.320000e+00 2.095011e-27 1.874934e-09 5.322608e+13
1.330000e+00 2.089256e-27 1.882493e-09 5.344069e+13
1.340000e+00 2.083508e-27 1.874546e-09 5.321508e+13
1.350000e+00 2.077765e-27 1.851592e-09 5.256346e+13
1.360000e+00 2.072029e-27 1.817637e-09 5.159952e+13
1.370000e+00 2.066300e-27 1.779670e-09 5.052171e+13
