2.823944e-01 1.278077e-01
2.982394e-01 1.208000e-01
3.077465e-01 7.693941e-02
3.204225e-01 7.410068e-02
3.299296e-01 7.136673e-02
3.394366e-01 7.410068e-02
3.521127e-01 7.410068e-02
3.711268e-01 7.410068e-02
3.838028e-01 7.693941e-02
3.964789e-01 7.988686e-02
4.123239e-01 7.003777e-02
4.281690e-01 7.839927e-02
4.408451e-01 6.873359e-02
4.598592e-01 5.485423e-02
4.693662e-01 7.410068e-02
4.883803e-01 5.088114e-02
5.042254e-01 5.485423e-02
5.169014e-01 7.693941e-02
5.327465e-01 5.184659e-02
5.454225e-01 7.839927e-02
5.644366e-01 6.745373e-02
5.771127e-01 1.019994e-01
5.897887e-01 7.839927e-02
6.056338e-01 7.003777e-02
6.183099e-01 4.809136e-02
6.309859e-01 3.627590e-02
6.468310e-01 3.493748e-02
6.595070e-01 2.635376e-02
6.785211e-01 1.710360e-02
6.911972e-01 2.685381e-02
7.070423e-01 1.809578e-02
7.197183e-01 2.538143e-02
7.355634e-01 2.586303e-02
7.482394e-01 1.647255e-02
7.640845e-01 2.444497e-02
7.799296e-01 1.390886e-02
7.957746e-01 2.103214e-02
8.084507e-01 2.025615e-02
8.211268e-01 2.103214e-02
8.369718e-01 1.266121e-02
8.528169e-01 1.878901e-02
8.686620e-01 1.471572e-02
8.813380e-01 2.183785e-02
8.940141e-01 2.310467e-02
9.098592e-01 1.364986e-02
9.257042e-01 1.647255e-02
9.415493e-01 1.219407e-02
9.542254e-01 1.843914e-02
9.669014e-01 1.710360e-02
9.827465e-01 1.339569e-02
9.985915e-01 1.586480e-02
1.011268e+00 1.110024e-02
1.027113e+00 1.878901e-02
1.042958e+00 1.527946e-02
1.055634e+00 1.987896e-02
1.071479e+00 1.499494e-02
1.084155e+00 2.183785e-02
1.100000e+00 1.364986e-02
1.115845e+00 1.196700e-02
1.128521e+00 9.550505e-03
1.144366e+00 1.417277e-02
1.160211e+00 1.196700e-02
1.176056e+00 1.678511e-02
1.188732e+00 1.678511e-02
1.204577e+00 1.174417e-02
1.217254e+00 9.916373e-03
1.229930e+00 2.064050e-02
1.248944e+00 1.029625e-02
1.261620e+00 9.916373e-03
1.277465e+00 1.556938e-02
1.290141e+00 1.950879e-02
1.305986e+00 1.843914e-02
1.318662e+00 1.242545e-02
1.334507e+00 8.373045e-03
1.350352e+00 2.103214e-02
1.363028e+00 1.878901e-02
1.375704e+00 1.586480e-02
1.407394e+00 1.586480e-02
1.423239e+00 1.616582e-02
1.435915e+00 1.417277e-02
1.448592e+00 1.775882e-02
1.467606e+00 7.204059e-03
1.496127e+00 9.372664e-03
1.511972e+00 1.110024e-02
1.524648e+00 1.742813e-02
1.540493e+00 1.339569e-02
1.569014e+00 6.809064e-03
1.581690e+00 1.499494e-02
1.597535e+00 1.196700e-02
1.610211e+00 1.586480e-02
1.626056e+00 1.471572e-02
1.638732e+00 1.417277e-02
1.654577e+00 1.390886e-02
1.670423e+00 1.878901e-02
1.698944e+00 1.290145e-02
1.727465e+00 2.310467e-02
1.743310e+00 1.742813e-02
1.755986e+00 1.950879e-02
1.771831e+00 2.841160e-02
1.784507e+00 2.788255e-02
1.803521e+00 1.775882e-02
1.819366e+00 1.742813e-02
1.828873e+00 1.196700e-02
1.844718e+00 9.916373e-03
1.860563e+00 1.499494e-02
1.873239e+00 1.878901e-02
1.892254e+00 8.064118e-03
1.904930e+00 1.174417e-02
1.920775e+00 1.266121e-02
1.933451e+00 1.950879e-02
1.949296e+00 1.417277e-02
1.961972e+00 8.373045e-03
1.974648e+00 1.390886e-02
1.990493e+00 1.110024e-02
