3.000000e-01 8.494903e-12 8.228110e+11
3.100000e-01 8.025088e-12 8.821732e+11
3.200000e-01 7.501552e-12 9.350608e+11
3.300000e-01 6.954473e-12 9.804454e+11
3.400000e-01 6.399428e-12 1.016077e+12
3.500000e-01 5.210199e-12 1.029910e+12
3.600000e-01 4.767613e-12 1.039559e+12
3.700000e-01 4.306686e-12 1.027291e+12
3.800000e-01 3.843253e-12 9.947474e+11
3.900000e-01 3.388736e-12 9.446116e+11
4.000000e-01 2.952938e-12 8.807674e+11
4.100000e-01 2.546588e-12 8.085670e+11
4.200000e-01 2.179557e-12 7.339382e+11
4.300000e-01 1.859787e-12 6.626689e+11
4.400000e-01 1.591545e-12 5.994881e+11
4.500000e-01 1.374901e-12 5.475804e+11
4.600000e-01 1.205280e-12 5.081230e+11
4.700000e-01 1.075249e-12 4.807060e+11
4.800000e-01 9.771878e-13 4.643118e+11
4.900000e-01 9.038357e-13 4.575431e+11
5.000000e-01 8.494765e-13 4.592298e+11
5.100000e-01 8.109838e-13 4.691725e+11
5.200000e-01 7.878202e-13 4.885266e+11
5.300000e-01 7.814852e-13 5.199271e+11
5.400000e-01 7.945831e-13 5.672884e+11
5.500000e-01 8.297468e-13 6.352744e+11
5.600000e-01 8.886116e-13 7.284530e+11
5.700000e-01 9.710786e-13 8.502998e+11
5.800000e-01 1.074232e-12 1.001563e+12
5.900000e-01 1.192395e-12 1.179379e+12
6.000000e-01 1.317756e-12 1.377109e+12
6.100000e-01 1.441041e-12 1.584622e+12
6.200000e-01 1.552457e-12 1.789304e+12
6.300000e-01 1.643046e-12 1.977951e+12
6.400000e-01 1.706508e-12 2.139593e+12
6.500000e-01 1.740344e-12 2.267748e+12
6.600000e-01 1.746492e-12 2.362072e+12
6.700000e-01 1.731276e-12 2.429049e+12
6.800000e-01 1.703572e-12 2.480102e+12
6.900000e-01 1.674151e-12 2.531109e+12
7.000000e-01 1.652762e-12 2.598443e+12
7.100000e-01 1.645654e-12 2.694950e+12
7.200000e-01 1.655004e-12 2.828227e+12
7.300000e-01 1.679211e-12 2.999951e+12
7.400000e-01 1.713950e-12 3.206411e+12
7.500000e-01 1.753660e-12 3.440020e+12
7.600000e-01 1.793195e-12 3.691720e+12
7.700000e-01 1.829063e-12 3.953430e+12
7.800000e-01 1.859987e-12 4.219858e+12
7.900000e-01 1.886791e-12 4.489361e+12
8.000000e-01 1.910465e-12 4.760434e+12
8.100000e-01 1.933413e-12 5.035352e+12
8.200000e-01 1.957297e-12 5.315440e+12
8.300000e-01 1.982538e-12 5.599598e+12
8.400000e-01 2.008110e-12 5.883334e+12
8.500000e-01 2.031838e-12 6.159189e+12
8.600000e-01 2.050718e-12 6.417383e+12
8.700000e-01 2.061553e-12 6.647587e+12
8.800000e-01 2.061738e-12 6.841364e+12
8.900000e-01 2.049336e-12 6.992437e+12
9.000000e-01 2.023657e-12 7.098566e+12
9.100000e-01 1.984492e-12 7.158857e+12
9.200000e-01 1.933856e-12 7.179926e+12
9.300000e-01 1.873966e-12 7.168946e+12
9.400000e-01 1.807249e-12 7.133642e+12
9.500000e-01 1.736071e-12 7.081282e+12
9.600000e-01 1.662228e-12 7.016676e+12
9.700000e-01 1.586854e-12 6.941589e+12
9.800000e-01 1.510541e-12 6.855039e+12
9.900000e-01 1.433376e-12 6.753280e+12
1.000000e+00 1.355240e-12 6.631105e+12
1.010000e+00 1.276131e-12 6.483576e+12
1.020000e+00 1.196155e-12 6.306425e+12
1.030000e+00 1.115783e-12 6.097943e+12
1.040000e+00 1.035724e-12 5.858935e+12
1.050000e+00 9.567682e-13 5.592274e+12
1.060000e+00 8.798422e-13 5.303422e+12
1.070000e+00 8.056193e-13 4.998021e+12
1.080000e+00 7.346560e-13 4.682313e+12
1.090000e+00 6.671928e-13 4.361402e+12
1.100000e+00 6.033900e-13 4.040221e+12
1.110000e+00 5.430641e-13 3.721342e+12
1.120000e+00 4.859986e-13 3.406641e+12
1.130000e+00 4.320186e-13 3.097641e+12
1.140000e+00 3.810675e-13 2.796036e+12
1.150000e+00 3.332349e-13 2.503992e+12
1.160000e+00 2.887400e-13 2.224235e+12
1.170000e+00 2.479163e-13 1.960191e+12
1.180000e+00 2.111063e-13 1.715439e+12
1.190000e+00 1.786144e-13 1.493547e+12
1.200000e+00 1.506313e-13 1.297584e+12
1.210000e+00 1.271831e-13 1.129688e+12
1.220000e+00 1.081190e-13 9.908282e+11
1.230000e+00 9.312311e-14 8.806867e+11
1.240000e+00 8.174787e-14 7.976974e+11
1.250000e+00 7.345705e-14 7.391818e+11
1.260000e+00 6.768143e-14 7.016855e+11
1.270000e+00 6.385061e-14 6.811747e+11
1.280000e+00 6.142792e-14 6.733609e+11
1.290000e+00 5.992591e-14 6.739084e+11
1.300000e+00 5.892000e-14 6.786807e+11
1.310000e+00 5.805853e-14 6.839800e+11
1.320000e+00 5.706862e-14 6.867479e+11
1.330000e+00 5.577373e-14 6.848986e+11
1.340000e+00 5.409196e-14 6.774085e+11
1.350000e+00 5.205409e-14 6.646324e+11
1.360000e+00 4.977386e-14 6.480171e+11
1.370000e+00 4.745099e-14 6.302139e+11
1.380000e+00 4.530171e-14 6.142432e+11
1.390000e+00 4.354143e-14 6.032991e+11
1.400000e+00 4.230783e-14 5.997013e+11
1.410000e+00 4.164338e-14 6.045656e+11
1.420000e+00 4.146621e-14 6.172383e+11
1.430000e+00 4.158161e-14 6.352414e+11
1.440000e+00 4.172743e-14 6.547296e+11
1.450000e+00 4.160571e-14 6.708070e+11
1.460000e+00 4.097417e-14 6.789212e+11
1.470000e+00 3.965613e-14 6.751396e+11
1.480000e+00 3.760423e-14 6.574387e+11
1.490000e+00 3.487776e-14 6.256465e+11
1.500000e+00 3.162842e-14 5.814827e+11
1.510000e+00 2.807529e-14 5.283274e+11
1.520000e+00 2.443232e-14 4.699687e+11
1.530000e+00 2.091379e-14 4.106532e+11
1.540000e+00 1.766741e-14 3.536852e+11
1.550000e+00 1.478888e-14 3.015303e+11
1.560000e+00 1.232091e-14 2.556569e+11
1.570000e+00 1.024930e-14 2.163371e+11
1.580000e+00 8.548808e-15 1.835323e+11
1.590000e+00 7.170687e-15 1.566129e+11
1.600000e+00 6.068674e-15 1.349081e+11
1.610000e+00 5.205681e-15 1.178753e+11
1.620000e+00 4.544200e-15 1.049070e+11
1.630000e+00 4.061472e-15 9.569220e+10
1.640000e+00 3.732846e-15 8.985245e+10
1.650000e+00 3.532068e-15 8.694356e+10
1.660000e+00 3.439739e-15 8.665842e+10
1.670000e+00 3.426325e-15 8.840079e+10
1.680000e+00 3.467316e-15 9.164582e+10
1.690000e+00 3.541498e-15 9.589941e+10
1.700000e+00 3.619182e-15 1.003760e+11
1.710000e+00 3.694930e-15 1.048978e+11
1.720000e+00 3.764476e-15 1.093045e+11
1.730000e+00 3.820506e-15 1.133366e+11
1.740000e+00 3.898235e-15 1.180095e+11
1.750000e+00 4.012451e-15 1.237999e+11
1.760000e+00 4.172376e-15 1.310498e+11
1.770000e+00 4.426810e-15 1.413910e+11
1.780000e+00 4.720052e-15 1.531718e+11
1.790000e+00 5.011755e-15 1.651423e+11
1.800000e+00 5.331774e-15 1.783362e+11
1.810000e+00 4.192893e-15 1.423536e+11
1.820000e+00 2.105902e-15 7.259300e+10
1.830000e+00 6.224225e-15 2.179264e+11
1.840000e+00 7.703217e-15 2.742001e+11
1.850000e+00 8.713885e-15 3.156202e+11
1.860000e+00 9.174653e-15 3.384630e+11
1.870000e+00 9.339443e-15 3.512529e+11
1.880000e+00 9.225123e-15 3.540137e+11
1.890000e+00 8.674863e-15 3.399099e+11
1.900000e+00 8.053662e-15 3.223732e+11
1.910000e+00 7.495095e-15 3.065531e+11
1.920000e+00 7.059282e-15 2.950037e+11
1.930000e+00 6.885619e-15 2.938990e+11
1.940000e+00 7.010606e-15 3.054435e+11
1.950000e+00 7.383066e-15 3.280681e+11
1.960000e+00 7.950818e-15 3.599544e+11
