218
2.300000E-001   2.400000E-001   9.287148E+001
2.400000E-001   2.500000E-001   1.083792E+002
2.500000E-001   2.600000E-001   1.258096E+002
2.600000E-001   2.700000E-001   1.418891E+002
2.700000E-001   2.800000E-001   1.594234E+002
2.800000E-001   2.900000E-001   4.766906E+001
2.900000E-001   3.000000E-001   4.116344E+000
3.000000E-001   3.100000E-001   6.262780E+000
3.100000E-001   3.200000E-001   1.497829E+001
3.200000E-001   3.300000E-001   1.924246E+001
3.300000E-001   3.400000E-001   2.492055E+001
3.400000E-001   3.500000E-001   3.133287E+001
3.500000E-001   3.600000E-001   3.778595E+001
3.600000E-001   3.700000E-001   4.389248E+001
3.700000E-001   3.800000E-001   5.108963E+001
3.800000E-001   3.900000E-001   5.946497E+001
3.900000E-001   4.000000E-001   6.866393E+001
4.000000E-001   4.100000E-001   7.306033E+001
4.100000E-001   4.200000E-001   6.857346E+001
4.200000E-001   4.300000E-001   8.230151E+001
4.300000E-001   4.400000E-001   9.393562E+001
4.400000E-001   4.500000E-001   1.038548E+002
4.500000E-001   4.600000E-001   1.155172E+002
4.600000E-001   4.700000E-001   1.264757E+002
4.700000E-001   4.800000E-001   1.379693E+002
4.800000E-001   4.900000E-001   1.490944E+002
4.900000E-001   5.000000E-001   1.607891E+002
5.000000E-001   5.100000E-001   1.723282E+002
5.100000E-001   5.200000E-001   1.844700E+002
5.200000E-001   5.300000E-001   1.977832E+002
5.300000E-001   5.400000E-001   1.811054E+002
5.400000E-001   5.500000E-001   1.610691E+002
5.500000E-001   5.600000E-001   1.409992E+002
5.600000E-001   5.700000E-001   1.500330E+002
5.700000E-001   5.800000E-001   1.665182E+002
5.800000E-001   5.900000E-001   1.777462E+002
5.900000E-001   6.000000E-001   1.874953E+002
6.000000E-001   6.100000E-001   1.975539E+002
6.100000E-001   6.200000E-001   2.071364E+002
6.200000E-001   6.300000E-001   2.174847E+002
6.300000E-001   6.400000E-001   2.286037E+002
6.400000E-001   6.500000E-001   2.384404E+002
6.500000E-001   6.600000E-001   2.487849E+002
6.600000E-001   6.700000E-001   2.590227E+002
6.700000E-001   6.800000E-001   2.699777E+002
6.800000E-001   6.900000E-001   2.791408E+002
6.900000E-001   7.000000E-001   2.886898E+002
7.000000E-001   7.100000E-001   2.980450E+002
7.100000E-001   7.200000E-001   3.074775E+002
7.200000E-001   7.300000E-001   3.175241E+002
7.300000E-001   7.400000E-001   3.264533E+002
7.400000E-001   7.500000E-001   3.353512E+002
7.500000E-001   7.600000E-001   3.441953E+002
7.600000E-001   7.700000E-001   3.527779E+002
7.700000E-001   7.800000E-001   3.609295E+002
7.800000E-001   7.900000E-001   3.690211E+002
7.900000E-001   8.000000E-001   3.771676E+002
8.000000E-001   8.100000E-001   3.852328E+002
8.100000E-001   8.200000E-001   3.932220E+002
8.200000E-001   8.300000E-001   4.010602E+002
8.300000E-001   8.400000E-001   4.083924E+002
8.400000E-001   8.500000E-001   4.164172E+002
8.500000E-001   8.600000E-001   4.239051E+002
8.600000E-001   8.700000E-001   4.315874E+002
8.700000E-001   8.800000E-001   4.406253E+002
8.800000E-001   8.900000E-001   4.479090E+002
8.900000E-001   9.000000E-001   4.540881E+002
9.000000E-001   9.100000E-001   4.604269E+002
9.100000E-001   9.200000E-001   4.668546E+002
9.200000E-001   9.300000E-001   4.730391E+002
9.300000E-001   9.400000E-001   4.792277E+002
9.400000E-001   9.500000E-001   4.853986E+002
9.500000E-001   9.600000E-001   4.914981E+002
9.600000E-001   9.700000E-001   4.975252E+002
9.700000E-001   9.800000E-001   5.034621E+002
9.800000E-001   9.900000E-001   5.086792E+002
9.900000E-001   1.000000E+000   5.138290E+002
1.000000E+000   1.010000E+000   5.189676E+002
1.010000E+000   1.020000E+000   5.240109E+002
1.020000E+000   1.030000E+000   5.290898E+002
1.030000E+000   1.040000E+000   5.340515E+002
1.040000E+000   1.050000E+000   5.388872E+002
1.050000E+000   1.060000E+000   5.438044E+002
1.060000E+000   1.070000E+000   5.483950E+002
1.070000E+000   1.080000E+000   5.532638E+002
1.080000E+000   1.090000E+000   5.576450E+002
1.090000E+000   1.100000E+000   5.615224E+002
1.100000E+000   1.110000E+000   5.657239E+002
1.110000E+000   1.120000E+000   5.701875E+002
1.120000E+000   1.130000E+000   5.744457E+002
1.130000E+000   1.140000E+000   5.784216E+002
1.140000E+000   1.150000E+000   5.822362E+002
1.150000E+000   1.160000E+000   5.858040E+002
1.160000E+000   1.170000E+000   5.890815E+002
1.170000E+000   1.180000E+000   5.925930E+002
1.180000E+000   1.190000E+000   5.960606E+002
1.190000E+000   1.200000E+000   5.995093E+002
1.200000E+000   1.210000E+000   6.026099E+002
1.210000E+000   1.220000E+000   6.054005E+002
1.220000E+000   1.230000E+000   6.085214E+002
1.230000E+000   1.240000E+000   6.120311E+002
1.240000E+000   1.250000E+000   6.147919E+002
1.250000E+000   1.260000E+000   6.169628E+002
1.260000E+000   1.270000E+000   6.195193E+002
1.270000E+000   1.280000E+000   6.225172E+002
1.280000E+000   1.290000E+000   6.254787E+002
1.290000E+000   1.300000E+000   6.284473E+002
1.300000E+000   1.310000E+000   6.314733E+002
1.310000E+000   1.320000E+000   6.345975E+002
1.320000E+000   1.330000E+000   6.374073E+002
1.330000E+000   1.340000E+000   6.399246E+002
1.340000E+000   1.350000E+000   6.421577E+002
1.350000E+000   1.360000E+000   6.441111E+002
1.360000E+000   1.370000E+000   6.464186E+002
1.370000E+000   1.380000E+000   6.488953E+002
1.380000E+000   1.390000E+000   6.506042E+002
1.390000E+000   1.400000E+000   6.517474E+002
1.400000E+000   1.410000E+000   6.532941E+002
1.410000E+000   1.420000E+000   6.551925E+002
1.420000E+000   1.430000E+000   6.569100E+002
1.430000E+000   1.440000E+000   6.584088E+002
1.440000E+000   1.450000E+000   6.597617E+002
1.450000E+000   1.460000E+000   6.609629E+002
1.460000E+000   1.470000E+000   6.620571E+002
1.470000E+000   1.480000E+000   6.630196E+002
1.480000E+000   1.490000E+000   6.645555E+002
1.490000E+000   1.500000E+000   6.667112E+002
1.500000E+000   1.510000E+000   6.681818E+002
1.510000E+000   1.520000E+000   6.689786E+002
1.520000E+000   1.530000E+000   6.700074E+002
1.530000E+000   1.540000E+000   6.709854E+002
1.540000E+000   1.550000E+000   6.722231E+002
1.550000E+000   1.560000E+000   6.213864E+002
1.560000E+000   1.570000E+000   5.628057E+002
1.570000E+000   1.580000E+000   5.861510E+002
1.580000E+000   1.590000E+000   5.992476E+002
1.590000E+000   1.600000E+000   5.890934E+002
1.600000E+000   1.610000E+000   5.939064E+002
1.610000E+000   1.620000E+000   6.057586E+002
1.620000E+000   1.630000E+000   6.023406E+002
1.630000E+000   1.640000E+000   5.978289E+002
1.640000E+000   1.650000E+000   6.001194E+002
1.650000E+000   1.660000E+000   6.047534E+002
1.660000E+000   1.670000E+000   6.068246E+002
1.670000E+000   1.680000E+000   6.043503E+002
1.680000E+000   1.690000E+000   6.030414E+002
1.690000E+000   1.700000E+000   6.029966E+002
1.700000E+000   1.710000E+000   6.041850E+002
1.710000E+000   1.720000E+000   6.052275E+002
1.720000E+000   1.730000E+000   6.055646E+002
1.730000E+000   1.740000E+000   6.054841E+002
1.740000E+000   1.750000E+000   6.048028E+002
1.750000E+000   1.760000E+000   6.041973E+002
1.760000E+000   1.770000E+000   6.050895E+002
1.770000E+000   1.780000E+000   6.053995E+002
1.780000E+000   1.790000E+000   6.056443E+002
1.790000E+000   1.800000E+000   6.019477E+002
1.800000E+000   1.810000E+000   5.985676E+002
1.810000E+000   1.820000E+000   6.022421E+002
1.820000E+000   1.830000E+000   5.972809E+002
1.830000E+000   1.840000E+000   6.136149E+002
1.840000E+000   1.850000E+000   5.983057E+002
1.850000E+000   1.860000E+000   5.889106E+002
1.860000E+000   1.870000E+000   5.880013E+002
1.870000E+000   1.880000E+000   6.001346E+002
1.880000E+000   1.890000E+000   6.017856E+002
1.890000E+000   1.900000E+000   5.996161E+002
1.900000E+000   1.910000E+000   5.965604E+002
1.910000E+000   1.920000E+000   5.974725E+002
1.920000E+000   1.930000E+000   5.964621E+002
1.930000E+000   1.940000E+000   5.949576E+002
1.940000E+000   1.950000E+000   5.943392E+002
1.950000E+000   1.960000E+000   5.933920E+002
1.960000E+000   1.970000E+000   5.919343E+002
1.970000E+000   1.980000E+000   5.913854E+002
1.980000E+000   1.990000E+000   5.892920E+002
1.990000E+000   2.000000E+000   5.853848E+002
2.000000E+000   2.010000E+000   5.745817E+002
2.010000e+000   2.023590e+000   5.841795e+002
2.023590e+000   2.047503e+000   5.619519e+002
2.047503e+000   2.071698e+000   4.865460e+002
2.071698e+000   2.096180e+000   3.412657e+002
2.096180e+000   2.120951e+000   3.489150e+002
2.120951e+000   2.146015e+000   3.246624e+002
2.146015e+000   2.158657e+000   3.140448e+002
2.158657e+000   2.171374e+000   2.987658e+002
2.171374e+000   2.197034e+000   3.140448e+002
2.197034e+000   2.222996e+000   3.264666e+002
2.222996e+000   2.236093e+000   3.375042e+002
2.236093e+000   2.682696e+000   3.431622e+002
2.682696e+000   2.275846e+000   3.489150e+002
2.275846e+000   2.316306e+000   3.647317e+002
2.316306e+000   2.343678e+000   3.667586e+002
2.343678e+000   2.357485e+000   3.749792e+002
2.357485e+000   2.385344e+000   3.812654e+002
2.385344e+000   2.413532e+000   3.812654e+002
2.413532e+000   2.442053e+000   3.876570e+002
2.442053e+000   2.470911e+000   3.876570e+002
2.470911e+000   2.470911e+000   3.876570e+002
2.470911e+000   2.500110e+000   3.833842e+002
2.500110e+000   2.544557e+000   3.708461e+002
2.544557e+000   2.559548e+000   3.469867e+002
2.559548e+000   2.589795e+000   3.687967e+002
2.589795e+000   2.620399e+000   3.791584e+002
2.620399e+000   2.651364e+000   3.833842e+002
2.651364e+000   2.698500e+000   3.855147e+002
2.698500e+000   2.730389e+000   3.898113e+002
2.730389e+000   2.762654e+000   3.919775e+002
2.762654e+000   2.795301e+000   3.941558e+002
2.795301e+000   2.828333e+000   3.941558e+002
2.828333e+000   2.861756e+000   3.985487e+002
2.861756e+000   2.895574e+000   3.898113e+002
2.895574e+000   2.929792e+000   3.876570e+002
2.929792e+000   2.964413e+000   3.919775e+002
2.964413e+000   2.999444e+000   3.985487e+002
2.999444e+000   3.034889e+000   3.985487e+002
3.034889e+000   3.070753e+000   4.007634e+002
3.070753e+000   3.107041e+000   4.007634e+002
